species,Longitude,Latitude
Carya alba,-78.862685,33.992721
Carya alba,-79.5225,34.0007
Carya alba,-85.42,34.01
Carya alba,-83.072917,34.026182
Carya alba,-89.718712,34.031715
Carya alba,-80.93055,34.03583
Carya alba,-80.02861,34.03639
Carya alba,-84.450532,34.043212
Carya alba,-94.7,34.05
Carya alba,-79.001455,34.053538
Carya alba,-81.3093,34.0579
Carya alba,-93.68991,34.06233
Carya alba,-84.337608,34.064672
Carya alba,-81.135292,34.083576
Carya alba,-87.172953,34.084442
Carya alba,-80.905244,34.088048
Carya alba,-82.379015,34.088076
Carya alba,-84.492103,34.095733
Carya alba,-87.32,34.1
Carya alba,-83.810742,34.101408
Carya alba,-89.500632,34.110886
Carya alba,-84.147607,34.111232
Carya alba,-84.806463,34.1241
Carya alba,-93.439903,34.127046
Carya alba,-87.594494,34.129603
Carya alba,-84.724719,34.145608
Carya alba,-89.631047,34.151106
Carya alba,-94.692133,34.154852
Carya alba,-85.16,34.16
Carya alba,-79.6514,34.1608
Carya alba,-82.730833,34.205833
Carya alba,-93.002952,34.223148
Carya alba,-88.625101,34.234108
Carya alba,-93.256913,34.239652
Carya alba,-88.828889,34.242778
Carya alba,-85.178368,34.252793
Carya alba,-88.902956,34.256166
Carya alba,-86.893724,34.287405
Carya alba,-94.203398,34.300223
Carya alba,-85.7734,34.301499
Carya alba,-84.000234,34.306724
Carya alba,-92.401265,34.307041
Carya alba,-86.66,34.31
Carya alba,-93.517561,34.313135
Carya alba,-85.2475,34.325077
Carya alba,-87.44,34.33
Carya alba,-92.913399,34.331893
Carya alba,-94.389135,34.350086
Carya alba,-89.531842,34.366213
Carya alba,-85.641725,34.368591
Carya alba,-86.324195,34.36887
Carya alba,-88.828172,34.372569
Carya alba,-84.06095,34.377864
Carya alba,-93.586689,34.391936
Carya alba,-92.885961,34.402706
Carya alba,-79.351673,34.427173
Carya alba,-92.872426,34.445215
Carya alba,-93.998307,34.462515
Carya alba,-85.26912,34.46564
Carya alba,-79.351,34.4657
Carya alba,-89.653631,34.469075
Carya alba,-83.817894,34.492767
Carya alba,-93.05518,34.5037
Carya alba,-85.608957,34.505475
Carya alba,-80.2192,34.5069
Carya alba,-79.853301,34.511384
Carya alba,-94.342784,34.532638
Carya alba,-92.98184,34.53481
Carya alba,-86.95614,34.54262
Carya alba,-80.230305,34.566338
Carya alba,-92.611018,34.570095
Carya alba,-94.237938,34.582542
Carya alba,-90.636388,34.591014
Carya alba,-88.19032,34.605095
Carya alba,-92.483035,34.60577
Carya alba,-93.343547,34.614831
Carya alba,-89.417437,34.61814
Carya alba,-87.793207,34.623134
Carya alba,-89.780087,34.624546
Carya alba,-82.757888,34.642838
Carya alba,-88.145805,34.648874
Carya alba,-89.466468,34.656766
Carya alba,-80.491783,34.669358
Carya alba,-82.822417,34.672611
Carya alba,-84.346452,34.680603
Carya alba,-81.180891,34.681494
Carya alba,-92.369931,34.702038
Carya alba,-89.339768,34.729187
Carya alba,-88.795285,34.72972
