species,Longitude,Latitude
Carya cordiformis,-96.9414,34.50481
Carya cordiformis,-90.172778,34.507806
Carya cordiformis,-93.043508,34.519557
Carya cordiformis,-94.938054,34.53202
Carya cordiformis,-97.169256,34.545555
Carya cordiformis,-86.74,34.55
Carya cordiformis,-93.631834,34.561793
Carya cordiformis,-92.611018,34.570095
Carya cordiformis,-93.192954,34.572415
Carya cordiformis,-86.617831,34.577521
Carya cordiformis,-86.475957,34.59451
Carya cordiformis,-90.625487,34.598503
Carya cordiformis,-81.6502,34.6083
Carya cordiformis,-88.19341,34.617669
Carya cordiformis,-93.690485,34.644199
Carya cordiformis,-83.35,34.66666
Carya cordiformis,-94.873811,34.669465
Carya cordiformis,-92.88045,34.69395
Carya cordiformis,-90.692168,34.706812
Carya cordiformis,-81.456282,34.709489
Carya cordiformis,-92.393415,34.729989
Carya cordiformis,-86.722031,34.731644
Carya cordiformis,-92.318434,34.743096
Carya cordiformis,-82.839096,34.757968
Carya cordiformis,-86.309661,34.763306
Carya cordiformis,-93.150242,34.790006
Carya cordiformis,-77.17833,34.79806
Carya cordiformis,-86.586192,34.807732
Carya cordiformis,-92.493287,34.837667
Carya cordiformis,-79.90493,34.858296
Carya cordiformis,-87.658113,34.884088
Carya cordiformis,-94.703387,34.900302
Carya cordiformis,-87.105379,34.90611
Carya cordiformis,-82.28243,34.913097
Carya cordiformis,-93.05716,34.91593
Carya cordiformis,-88.592999,34.934149
Carya cordiformis,-95.358014,34.934806
Carya cordiformis,-81.836035,34.940624
Carya cordiformis,-90.1413,34.9768
Carya cordiformis,-82.843122,34.980175
Carya cordiformis,-92.002388,34.984597
Carya cordiformis,-85.184508,34.999603
Carya cordiformis,-85.367395,35.008761
Carya cordiformis,-80.830894,35.009644
Carya cordiformis,-90.73291,35.020176
Carya cordiformis,-90.816764,35.026706
Carya cordiformis,-83.45876,35.04098
Carya cordiformis,-82.482066,35.092061
Carya cordiformis,-95.2377,35.1193
Carya cordiformis,-90.71677,35.165516
Carya cordiformis,-82.301348,35.219954
Carya cordiformis,-84.521389,35.221389
Carya cordiformis,-93.145148,35.232061
Carya cordiformis,-77.884278,35.238413
Carya cordiformis,-86.708255,35.23847
Carya cordiformis,-91.665532,35.25289
Carya cordiformis,-92.862802,35.281409
Carya cordiformis,-95.516667,35.283333
Carya cordiformis,-92.476892,35.294458
Carya cordiformis,-93.206218,35.323994
Carya cordiformis,-92.481406,35.336013
Carya cordiformis,-92.308284,35.348994
Carya cordiformis,-90.692355,35.369202
Carya cordiformis,-93.114341,35.401471
Carya cordiformis,-83.055715,35.436036
Carya cordiformis,-82.643924,35.448941
Carya cordiformis,-86.029093,35.449466
Carya cordiformis,-82.367961,35.460761
Carya cordiformis,-87.479347,35.463147
Carya cordiformis,-86.080664,35.485273
Carya cordiformis,-82.48545,35.506425
Carya cordiformis,-93.316503,35.511383
Carya cordiformis,-82.679987,35.52235
Carya cordiformis,-90.671556,35.52779
Carya cordiformis,-90.46841,35.53063
Carya cordiformis,-93.161146,35.545155
Carya cordiformis,-82.533457,35.558169
Carya cordiformis,-95.098543,35.564863
Carya cordiformis,-82.339744,35.589109
Carya cordiformis,-94.82106,35.59488
Carya cordiformis,-85.656593,35.612877
Carya cordiformis,-88.813947,35.614517
Carya cordiformis,-79.154533,35.616583
Carya cordiformis,-82.586605,35.620882
Carya cordiformis,-94.956855,35.632125
Carya cordiformis,-82.492509,35.642603
Carya cordiformis,-93.958762,35.643386
Carya cordiformis,-90.65481,35.64423
Carya cordiformis,-81.412788,35.659088
Carya cordiformis,-79.064979,35.660413
Carya cordiformis,-83.192849,35.674612
Carya cordiformis,-93.778541,35.677884
Carya cordiformis,-83.767828,35.678466
Carya cordiformis,-83.536321,35.690178
Carya cordiformis,-79.027051,35.691078
Carya cordiformis,-94.341751,35.702732
Carya cordiformis,-79.187024,35.713035
Carya cordiformis,-78.781883,35.726028
Carya cordiformis,-94.105881,35.729666
Carya cordiformis,-79.11927,35.735292
Carya cordiformis,-93.49343,35.742225
Carya cordiformis,-94.920157,35.74971
Carya cordiformis,-92.524605,35.756744
Carya cordiformis,-86.908128,35.76895
Carya cordiformis,-91.64083,35.76972
Carya cordiformis,-95.25052,35.77584
Carya cordiformis,-78.535742,35.791057
Carya cordiformis,-80.839681,35.796379
Carya cordiformis,-93.555508,35.805039
Carya cordiformis,-78.728912,35.815312
Carya cordiformis,-81.180358,35.817422
Carya cordiformis,-83.886087,35.818755
Carya cordiformis,-78.42717,35.821843
Carya cordiformis,-78.635967,35.823393
Carya cordiformis,-82.122397,35.8246
Carya cordiformis,-91.640972,35.827816
Carya cordiformis,-92.55794,35.830354
Carya cordiformis,-90.70428,35.8423
Carya cordiformis,-94.113122,35.847275
Carya cordiformis,-78.99479,35.862724
Carya cordiformis,-86.428078,35.876458
Carya cordiformis,-94.369873,35.87651
Carya cordiformis,-79.033899,35.894081
Carya cordiformis,-93.582313,35.895145
Carya cordiformis,-79.262332,35.89688
Carya cordiformis,-93.762502,35.899873
Carya cordiformis,-78.538155,35.906616
Carya cordiformis,-90.830798,35.94479
Carya cordiformis,-87.3182,35.945087
Carya cordiformis,-78.978067,35.94971
Carya cordiformis,-83.952304,35.951795
Carya cordiformis,-82.16789,35.952072
Carya cordiformis,-79.328889,35.955833
Carya cordiformis,-83.866807,35.95648
Carya cordiformis,-90.716667,35.977667
Carya cordiformis,-82.088425,35.977978
Carya cordiformis,-93.23268,35.98508
Carya cordiformis,-92.198953,35.985832
Carya cordiformis,-79.053967,35.994114
Carya cordiformis,-78.967661,36.007859
Carya cordiformis,-86.938985,36.047073
Carya cordiformis,-94.39101,36.04927
Carya cordiformis,-86.79495,36.05893
Carya cordiformis,-78.962646,36.061794
Carya cordiformis,-94.170203,36.064578
Carya cordiformis,-79.533904,36.064752
Carya cordiformis,-82.471068,36.065243
Carya cordiformis,-79.090119,36.070586
Carya cordiformis,-78.864503,36.073292
Carya cordiformis,-95.991436,36.081017
Carya cordiformis,-86.73963,36.08803
Carya cordiformis,-95.11904,36.089039
Carya cordiformis,-78.817845,36.096181
Carya cordiformis,-97.057369,36.116223
Carya cordiformis,-81.79255,36.122467
Carya cordiformis,-94.555476,36.122905
Carya cordiformis,-92.571,36.13313
Carya cordiformis,-78.057191,36.138268
Carya cordiformis,-94.785986,36.138565
Carya cordiformis,-81.70547,36.145182
Carya cordiformis,-86.8024,36.14618
Carya cordiformis,-95.020111,36.154081
Carya cordiformis,-79.488083,36.1558
Carya cordiformis,-87.318992,36.158317
Carya cordiformis,-93.150339,36.17113
Carya cordiformis,-94.713367,36.175262
Carya cordiformis,-78.558638,36.183875
Carya cordiformis,-86.648888,36.187867
Carya cordiformis,-82.451506,36.190953
Carya cordiformis,-90.557175,36.193642
Carya cordiformis,-83.803351,36.201322
Carya cordiformis,-94.789145,36.203146
Carya cordiformis,-81.686782,36.214798
Carya cordiformis,-95.756625,36.226537
Carya cordiformis,-94.225521,36.262174
Carya cordiformis,-80.466347,36.344467
Carya cordiformis,-81.560384,36.389227
Carya cordiformis,-89.414634,36.409099
Carya cordiformis,-89.34,36.45
Carya cordiformis,-90.160629,36.477044
Carya cordiformis,-90.075,36.493333
Carya cordiformis,-82.479357,36.49746
Carya cordiformis,-87.981703,36.505267
Carya cordiformis,-87.55984,36.51777
Carya cordiformis,-76.177739,36.523681
