Id,ScientificName,Longitude,Latitude,LocalityName,Source
3457644274,Carya poilanei,103.068,18.907,"Muang Cha, Chieng Kwang [Xieng Khouang; Xiangkhouang]; 1500 mVientiane,LA",GBIF
2513849534,Carya poilanei,99.2145,19.916889,"Thailand, Northern: Chiengmai, Fang, Phahom Pok Hange.Northern,TH",GBIF
,Carya poilanei,102.8595611,23.39456111,"Yunnan Province, Jianshui County, Potou Town, Dajinglaozhai Village",Zhang et al. (2022)
,Carya poilanei,102.8599722,23.34659722,"Yuchu Village, on limestone",Zhang et al. (2022)
